city,country,latitude,longitude,temperature,humidity (%),cloudiness (%),wind_speed (kmph)
sabinov,sk,49,21,2,93,90,0
prince albert,ca,53,-105,-10,72,20,3
tougan,bf,13,-3,16,49,0,1
chama,zm,-11,33,18,97,92,1
puerto narino,co,-3,-70,24,100,40,1
tuburan,ph,10,123,29,74,75,5
garmsar,ir,35,52,-1,80,0,0
parichhatgarh,in,28,77,6,77,0,1
hostotipaquillo,mx,21,-104,22,47,32,0
nahariyya,il,33,35,19,100,88,5
mouzakion,gr,,,,,,
kormilovka,ru,55,74,-20,76,0,4
ngunguru,nz,-35,174,20,80,20,6
landsberg,de,51,12,4,75,40,8
petropavl,kz,54,69,-22,67,0,2
neuruppin,de,52,12,6,75,75,7
makkaveyevo,ru,51,113,-32,67,36,1
gomel,by,,,,,,
sidi bu zayd,tn,,,,,,
subiaco,it,-31,115,23,47,0,2
biaora,in,23,76,13,63,0,3
samagaltay,ru,50,95,-35,50,12,0
bad salzdetfurth,de,52,10,5,80,40,8
sur,om,22,59,23,100,0,2
lashma,ru,54,41,-1,94,92,6
ardmore,us,34,-86,2,100,90,4
sinnamary,gf,5,-52,26,95,92,5
durant,us,33,-96,3,64,1,2
vicuna,cl,,,,,,
novaya malykla,ru,54,49,-6,96,88,3
kathu,za,-27,23,13,36,0,3
great yarmouth,gb,52,1,3,93,0,3
nigde,tr,37,34,-2,100,48,1
talah,tn,,,,,,
camaqua,br,-30,-51,21,67,56,3
buraydah,sa,26,43,13,100,0,3
muscatine,us,41,-91,-5,85,20,1
margate,za,-43,147,20,34,75,3
we,nc,,,,,,
madera,mx,36,-120,10,71,90,4
teruel,es,40,-1,9,100,0,3
saucillo,mx,28,-105,10,53,0,1
caernarfon,gb,53,-4,9,81,92,9
boquira,br,-12,-42,21,85,76,3
soderhamn,se,61,17,0,97,92,1
fecamp,fr,49,0,9,76,92,8
tagab,af,34,69,-1,100,48,0
kaiyuan,cn,42,124,-20,56,24,1
ergani,tr,38,39,7,75,75,3
guanica,us,17,-66,22,78,1,2
ciudad real,es,38,-3,1,77,8,1
tyret pervaya,ru,53,102,-31,35,20,1
zhezkazgan,kz,47,67,-6,92,90,2
hurghada,eg,,,,,,
san jeronimo,mx,-13,-73,10,53,0,0
agnibilekrou,ci,7,-3,24,69,68,3
starkville,us,33,-88,2,93,90,3
pecos,us,31,-103,4,87,1,3
westwood,us,-23,150,29,54,40,6
barreirinha,br,-2,-57,25,92,20,1
youkounkoun,gn,12,-13,18,67,0,0
madimba,tz,4,9,26,94,75,0
ambon,id,47,-2,7,87,0,3
san borja,bo,-14,-66,26,78,0,0
tabas,ir,33,56,8,49,0,1
bialogard,pl,54,15,5,98,92,5
bababe,mr,,,,,,
falaleu,wf,,,,,,
sanchor,in,24,71,13,65,0,1
paramonga,pe,-10,-77,19,100,12,4
calvinia,za,-31,19,9,63,0,1
ipixuna,br,-1,-48,25,88,0,2
fereydun kenar,ir,36,52,12,93,0,0
muriti,tz,-1,32,20,88,75,5
gold coast,au,-28,153,27,61,40,4
san mariano,ph,16,122,22,100,68,1
tyssedal,no,60,6,-3,86,68,1
hami,cn,42,93,-20,53,0,1
anjozorobe,mg,-18,47,16,93,20,2
buin,pg,-33,-70,22,35,0,6
mattru,sl,7,-11,26,72,0,2
kadiri,in,14,78,17,92,0,1
culpeper,us,38,-78,-1,92,90,2
ejea de los caballeros,es,42,-1,8,70,90,3
orangeburg,us,33,-80,3,89,90,3
urumqi,cn,,,,,,
tommot,ru,58,126,-26,64,64,1
chachapoyas,pe,-6,-77,17,69,56,0
montale,it,43,11,6,46,0,5
kalaleh,ir,37,55,8,93,12,2
daia,ro,43,25,0,100,90,2
salta,ar,-24,-65,21,83,0,0
santomera,es,38,-1,12,87,0,1
colomi,bo,-17,-65,13,60,36,1
youhao,cn,47,128,-31,35,0,1
amurzet,ru,47,131,-26,70,8,1
halmstad,se,56,12,4,86,24,5
xiongyue,cn,40,122,-11,66,44,2
aurillac,fr,44,2,6,93,75,4
nipawin,ca,53,-104,-10,78,20,4
iqaluit,ca,63,-68,-22,83,90,4
gat,ly,14,-16,21,56,0,5
bosconia,co,9,-73,24,63,12,1
paso de carrasco,uy,-34,-56,21,64,90,4
fizesu gherlii,ro,47,23,1,98,75,1
old road,ag,,,,,,
jaipur hat,bd,,,,,,
krutinka,ru,56,71,-17,72,44,3
petit goave,ht,18,-72,26,78,20,6
bayir,jo,37,28,8,100,40,0
port-gentil,ga,0,8,26,100,56,3
tatarsk,ru,55,75,-23,56,0,1
bouafle,ci,48,1,7,87,75,3
ust-kamchatsk,ru,,,,,,
burgeo,ca,47,-57,0,100,20,15
tawkar,sd,,,,,,
jurm,af,36,70,-8,96,68,0
uniao da victoria,br,,,,,,
pombas,cv,-15,-54,22,95,32,0
ruteng,id,-8,120,26,91,0,1
palu,id,0,119,21,88,36,0
boke,gn,10,-14,23,94,0,1
berbera,so,,,,,,
seminole,us,32,-102,2,80,1,2
staroaleyskoye,ru,51,82,-26,21,0,1
likasi,cd,-10,26,18,99,68,2
sinegorskiy,ru,48,40,0,96,92,4
ponta do sol,cv,-20,-46,21,63,0,5
cowra,au,-33,148,24,66,88,1
xichang,cn,27,102,2,46,0,0
tahoua,ne,14,5,16,32,0,5
ippy,cf,6,21,19,80,0,1
agua dulce,mx,18,-94,22,88,90,10
dalen,no,52,6,5,75,20,5
hope,us,49,-121,0,93,90,3
thatta,pk,31,74,11,87,75,2
lakshmipur,bd,22,90,17,100,0,2
kangaba,ml,11,-8,17,49,0,2
bichura,ru,50,107,-25,76,56,1
katy,us,29,-95,8,81,44,4
washim,in,20,77,18,97,68,3
ahraura,in,25,83,10,93,0,1
truth or consequences,us,33,-107,8,49,1,2
armidale,au,-30,151,25,65,0,2
bambanglipuro,id,-7,110,24,100,76,1
bucerias,mx,20,-105,25,78,40,2
kawardha,in,22,81,14,93,0,1
mildura,au,-34,142,29,35,0,5
dzaoudzi,yt,-12,45,28,78,0,3
caribou,us,46,-68,-11,80,90,2
vazante,br,-17,-46,18,94,92,3
adet,et,11,37,9,82,0,0
mongoumba,cf,3,18,23,92,12,1
terney,ru,45,136,-10,100,0,9
nieves,mx,24,-103,11,52,0,2
kamphaeng phet,th,16,99,21,100,88,1
juruti,br,-2,-56,24,89,8,1
sciacca,it,37,13,16,82,20,9
surab,pk,28,66,1,84,0,0
ljungby,se,56,13,1,100,0,3
clemson,us,34,-82,2,100,90,1
lappeenranta,fi,61,28,1,100,90,5
belaya gora,ru,68,146,-42,0,12,1
ponto novo,br,-10,-40,20,93,48,1
boysun,uz,38,67,-6,94,20,0
ikalamavony,mg,-21,46,13,88,0,1
danilov,ru,58,40,-4,92,90,3
duminichi,ru,53,35,0,97,88,3
sobolevo,ru,54,31,0,96,80,5
petrovskoye,ru,56,36,-1,100,90,3
paramirim,br,-13,-42,19,93,92,2
nijar,es,36,-2,10,93,0,1
longyan,cn,25,117,6,97,92,1
etchojoa,mx,26,-109,22,46,20,2
khandagayty,ru,50,92,-34,42,8,0
mopipi,bw,-21,24,21,69,56,4
barpeta,in,26,91,14,93,20,1
chuguyevka,ru,44,133,-19,50,0,1
sanming,cn,26,117,5,97,92,1
bonavista,ca,48,-53,0,100,80,13
barsovo,ru,61,73,-12,78,75,4
saladoblanco,co,1,-76,14,99,92,0
kralendijk,an,12,-68,26,74,80,7
kitale,ke,1,35,13,95,92,0
skjervoy,no,70,20,0,100,68,2
san isidro,ph,16,121,22,100,68,1
ust-omchug,ru,61,149,-24,54,8,2
predivinsk,ru,57,93,-20,84,64,1
wanlaweyn,so,2,44,23,92,24,3
laguna de perlas,ni,12,-83,27,92,76,5
eregli,tr,37,34,-3,75,36,2
san mateo del mar,mx,16,-94,25,98,0,17
balakhta,ru,55,91,-26,65,0,1
apatou,gf,5,-54,23,92,64,1
dapdap,ph,14,121,25,100,24,5
medak,in,18,78,19,99,0,3
temple,us,31,-97,6,87,40,3
galiwinku,au,,,,,,
torva,ee,58,25,2,93,90,5
santa maria,br,-29,-53,21,53,12,2
sakaiminato,jp,35,133,5,75,75,1
tiebissou,ci,7,-5,25,94,8,1
gua musang,my,4,101,22,96,76,1
chimore,bo,-16,-65,27,71,36,1
bollnas,se,61,16,0,95,92,1
fairfield,us,38,-122,10,87,90,2
rock springs,us,41,-109,-9,83,1,3
indianola,us,40,-100,-3,84,1,3
carnot,cf,4,15,19,64,0,2
ceuta,es,23,-106,24,57,0,1
tuensang,in,26,94,6,93,0,0
carbonear,ca,47,-53,-4,73,90,9
roches noires,mu,,,,,,
tlazazalca,mx,19,-102,20,77,90,0
vallenar,cl,-28,-70,18,69,0,0
khasan,ru,42,130,-9,100,0,4
bhuban,in,20,85,10,85,0,1
saryozek,kz,44,77,-11,63,8,1
kalulushi,zm,-12,28,18,96,88,2
buchanan,lr,5,-10,25,94,40,3
jiddah,sa,,,,,,
cache creek,ca,50,-121,-2,79,1,6
chopovychi,ua,50,28,1,95,92,5
fukagawa,jp,43,142,-8,85,75,2
sjenica,rs,43,20,-2,95,92,0
ginda,er,30,78,7,93,44,2
morag,pl,53,19,4,99,44,3
bonfim,br,-20,-44,18,79,44,3
ormond beach,us,29,-81,18,87,20,5
kudahuvadhoo,mv,2,72,28,100,92,2
harnai,pk,30,67,5,80,0,1
kargapolye,ru,,,,,,
urengoy,ru,65,78,-9,86,92,4
damietta,eg,31,31,14,113,0,2
gilbues,br,-9,-45,20,99,80,1
matinha,br,-3,-45,23,98,68,0
petrozavodsk,ru,61,34,-3,86,88,3
guarare,pa,7,-80,28,68,0,5
otane,nz,-39,176,22,61,0,2
turgoyak,ru,55,60,-13,65,56,1
bacuit,ph,,,,,,
hengyang,cn,26,112,1,100,92,2
akot,in,21,77,17,95,44,2
pouebo,nc,-20,164,27,66,0,5
ostrogozhsk,ru,50,39,1,97,92,6
exeter,us,50,-3,7,87,68,5
nishiwaki,jp,35,135,5,65,75,3
shahreza,ir,32,51,-9,77,0,1
tolmachevo,ru,55,38,0,96,90,4
avinurme,ee,58,26,0,96,88,6
mutsamudu,km,,,,,,
hengshui,cn,37,115,-12,66,44,1
tubmanburg,lr,6,-10,25,86,0,3
naranjal,py,-25,-55,24,53,0,2
leninskoye,ru,54,82,-23,76,12,1
pondicherry,in,-34,18,16,77,0,2
dromolaxia,cy,34,33,13,93,20,1
mogzon,ru,51,111,-30,31,44,1
paradwip,in,,,,,,
agbor,ng,6,6,23,95,44,1
vershino-darasunskiy,ru,52,115,-37,0,20,1
allapalli,in,19,80,19,100,92,1
manado,id,1,124,27,88,40,1
caticlan,ph,11,121,26,100,48,7
pinhao,br,-25,-51,17,64,8,1
rockingham,us,52,0,5,100,0,4
thurso,gb,58,-3,2,80,36,5
mount darwin,zw,-16,31,19,96,76,1
orsha,by,54,30,0,97,88,5
cockenzie,gb,55,-2,2,90,0,1
rovereto,it,45,11,5,75,0,2
lakeside,us,32,-116,16,72,5,2
aktash,uz,,,,,,
manaus,br,-3,-59,24,88,0,2
gayny,ru,60,54,-6,92,80,2
wiarton,ca,44,-81,0,100,90,2
leh,in,34,77,-20,73,68,0
nikki,bj,9,3,19,54,0,2
salamiyah,sy,35,37,4,79,48,1
dianopolis,br,,,,,,
lawrenceburg,us,35,-87,1,100,90,4
lar gerd,af,,,,,,
magway,mm,20,94,20,100,92,1
melo,uy,-32,-54,21,50,0,3
sri aman,my,1,111,27,88,75,1
orizona,br,-17,-48,19,85,24,4
kloulklubed,pw,7,134,29,79,75,5
sadon,ru,42,44,-12,65,8,0
moscow,us,55,37,0,100,90,3
payakumbuh,id,0,100,21,91,8,0
chapleau,ca,47,-83,-9,92,40,1
beipiao,cn,41,120,-18,55,56,1
lira,ug,2,32,16,94,56,1
emilio carranza,mx,19,-96,16,95,80,5
stranraer,gb,51,-108,-13,84,75,10
puerto madryn,ar,-42,-65,20,53,0,0
jumla,np,29,82,-11,93,0,1
jabiru,au,,,,,,
hvolsvollur,is,,,,,,
baracoa,cu,20,-74,26,100,0,2
zhuzhou,cn,27,113,2,100,90,3
astoria,us,46,-123,6,95,90,2
spas,ua,50,24,3,93,75,2
hoa binh,vn,20,105,15,77,75,3
koroni,gr,36,21,17,100,56,13
landau,de,51,9,5,86,75,5
umtata,za,-31,28,13,93,88,1
tranas,se,58,14,0,88,24,4
shibetsu,jp,44,142,-8,85,75,2
abu dhabi,ae,24,54,20,64,0,0
arkhangelos,gr,,,,,,
orange cove,us,36,-119,10,100,1,3
chibombo,zm,-14,28,17,99,92,4
bulaevo,kz,54,70,-18,77,32,3
kropotkin,ru,45,40,0,91,24,3
rutigliano,it,41,17,12,62,20,6
kamen-rybolov,ru,44,132,-18,84,0,2
sug-aksy,ru,,,,,,
kirchzarten,de,47,7,6,61,75,3
itaqui,br,-29,-56,25,48,20,3
san luis,ar,-33,-66,24,34,0,3
timberlake,us,32,-81,5,95,90,3
chitungwiza,zw,-18,31,17,99,92,1
sun valley,us,43,-114,-8,85,5,3
saint-philippe,re,45,-73,-1,68,40,6
itaituba,br,-4,-55,24,96,12,0
idrija,si,46,14,2,93,0,2
gorontalo,id,0,123,25,87,20,1
fortuna,us,38,-1,12,54,0,2
lashio,mm,22,97,14,99,92,0
shaowu,cn,27,117,2,100,92,1
south sioux city,us,42,-96,-8,92,90,2
upig,ph,15,120,29,58,40,4
vaihingen,de,48,9,5,86,40,8
alyangula,au,-13,136,34,56,0,3
wa,gh,,,,,,
snezhnogorsk,ru,69,33,-3,92,75,1
nur,ir,52,22,5,97,92,5
alta gracia,ar,-31,-64,25,53,0,4
senador jose porfirio,br,-2,-51,25,93,36,1
rio cuarto,ar,-33,-64,23,49,0,2
louisbourg,ca,,,,,,
uroteppa,tj,,,,,,
verkhnyaya inta,ru,65,60,-8,74,56,2
corum,tr,38,29,1,84,12,3
masuguru,tz,-11,38,26,76,20,4
stockach,de,47,9,5,86,80,4
roswell,us,33,-104,1,100,90,1
tarakan,id,3,117,27,100,8,1
buffalo,us,42,-78,-3,74,20,3
abha,sa,18,42,12,93,5,3
palazzolo acreide,it,37,14,13,67,0,10
petrov val,ru,50,45,-4,92,92,4
rio branco,br,-9,-67,26,94,0,2
gollere,sn,,,,,,
muika,jp,,,,,,
kasempa,zm,-13,25,16,100,92,2
xinzhi,cn,22,120,22,78,75,2
balkanabat,tm,39,54,0,95,32,1
murmansk,ru,68,33,-3,92,75,1
kuusamo,fi,65,29,-2,92,90,4
ullapool,gb,57,-5,6,100,88,7
turbat,pk,26,63,9,78,0,1
vuktyl,ru,63,57,-7,86,64,1
souillac,mu,45,0,7,93,64,2
qidong,cn,31,121,10,100,92,9
esso,ru,55,158,-25,55,0,0
elk city,us,35,-99,4,35,1,2
licata,it,37,13,15,83,36,9
porbandar,in,21,69,20,81,0,3
sengiley,ru,53,48,-5,92,90,4
saint-marc,ht,19,-72,26,76,36,1
dhuburi,in,26,89,11,84,0,1
sosnogorsk,ru,63,53,-6,86,92,2
uch,pk,45,0,7,93,75,2
pahrump,us,36,-115,10,37,1,4
capao bonito,br,-24,-48,18,69,0,3
gabu,gw,34,103,-14,65,56,0
sungaipenuh,id,-2,101,19,97,64,0
dzerzhinsk,by,56,43,-3,92,90,4
medvedka,ru,61,46,-5,91,80,3
cubara,co,7,-72,20,88,0,0
nadadores,mx,27,-101,9,98,12,1
pontian kecil,my,1,103,28,88,75,1
linkuva,lt,56,23,2,100,90,3
qurayyat,om,,,,,,
broken hill,au,-31,141,26,44,100,8
phalodi,in,27,72,12,64,12,1
damphu,bt,27,90,6,55,0,0
aligarh,in,27,78,10,84,0,1
upington,za,-28,21,20,34,0,1
gorom-gorom,bf,14,0,14,64,0,1
mancio lima,br,,,,,,
tefe,br,-3,-64,22,99,44,1
gamboula,cf,4,15,19,78,0,1
yamada,jp,36,137,5,100,20,1
novoagansk,ru,61,76,-11,77,80,2
casablanca,ma,33,-7,8,100,75,1
boyle,ie,53,-8,5,92,0,4
paros,gr,44,3,4,76,24,5
ewo,cg,0,14,20,95,68,1
apomu,ng,6,3,26,85,0,2
wai,in,17,73,12,89,0,0
weihai,cn,37,122,3,100,80,0
zilair,ru,52,57,-9,61,92,0
wum,cm,6,10,16,63,0,1
kodiak,us,39,-94,-2,84,1,1
taldan,ru,53,124,-18,45,0,2
orocue,co,4,-71,29,47,12,5
ask,no,35,52,-8,82,0,0
morant bay,jm,17,-76,27,65,20,5
monatele,cm,,,,,,
bhadra,in,29,75,12,81,44,1
grindavik,is,63,-22,1,93,75,9
havelock,nz,34,-76,10,96,90,8
mul,in,20,79,20,98,68,4
verkhoyansk,ru,67,133,-37,63,48,1
bracebridge,ca,45,-79,-1,80,90,2
achisay,kz,,,,,,
tumwater,us,47,-122,5,95,90,2
fulitun,cn,,,,,,
porto walter,br,-8,-72,24,85,12,1
sao joaquim,br,-28,-49,10,92,44,1
bogovina,rs,43,21,2,98,40,1
moyobamba,pe,-6,-76,20,94,8,0
rudnogorsk,ru,57,103,-24,76,56,2
manacapuru,br,-3,-60,24,94,40,2
marti,cu,21,-77,24,88,20,2
dire dawa,et,9,41,7,82,0,0
coari,br,-4,-63,23,99,32,2
balila,ph,32,35,8,87,0,1
bazarnyye mataki,ru,54,49,-5,100,64,5
pontal do parana,br,-25,-48,16,87,90,4
juifang,tw,,,,,,
boueni,yt,-12,45,28,78,0,3
mafinga,tz,,,,,,
kremenki,ru,54,48,-5,92,90,4
bekasi,id,-6,106,29,74,20,2
santa margherita ligure,it,44,9,13,35,0,4
roma,au,41,12,11,81,0,1
kaupanger,no,61,7,-1,81,88,1
romans-sur-isere,fr,45,5,7,87,75,6
rypefjord,no,70,23,-1,92,75,2
say,ne,13,2,21,22,0,2
papayal,pe,-2,-79,14,100,0,0
vardo,no,39,-77,-1,63,1,1
lar,ir,27,54,8,75,0,0
yangliuqing,cn,39,117,-5,67,0,1
marystown,ca,47,-55,0,100,32,12
terrace bay,ca,48,-87,-3,100,8,1
phan thiet,vn,10,108,25,97,36,3
aykino,ru,62,49,-6,92,80,3
anar darreh,af,,,,,,
boditi,et,6,37,12,71,20,1
kulevcha,ua,46,29,0,100,64,1
abong mbang,cm,3,13,18,93,0,1
cusuna,hn,15,-85,21,95,76,0
totness,sr,33,-80,3,100,90,2
fougamou,ga,-1,10,21,98,80,1
severo-kurilsk,ru,50,156,-1,100,64,6
catamarca,ar,,,,,,
peniche,pt,39,-9,11,87,0,3
sayville,us,40,-73,0,72,90,1
lodwar,ke,3,35,20,86,44,1
rurrenabaque,bo,-14,-67,24,81,64,1
chipinge,zw,-20,32,20,100,92,1
toritama,br,-8,-36,22,83,32,2
del rio,us,29,-100,9,56,1,1
les escoumins,ca,48,-69,-16,75,68,1
cilegon,id,-6,106,29,74,20,2
yelatma,ru,54,41,0,93,88,6
kawalu,id,-7,108,24,84,64,1
glencoe,za,-28,30,12,100,92,3
nongpoh,in,25,91,14,93,20,1
kribi,cm,2,9,22,100,32,1
kuandian,cn,40,124,-7,52,24,1
jashpurnagar,in,22,84,16,77,44,1
cintalapa,mx,16,-93,17,99,88,6
karakendzha,tj,,,,,,
cody,us,44,-109,-5,70,1,0
yuzhno-yeniseyskiy,ru,,,,,,
warragul,au,-38,145,19,69,0,1
la ligua,cl,-32,-71,17,77,0,3
rensvik,no,63,7,3,86,92,15
mushie,cd,-3,16,21,100,80,1
garh maharaja,pk,30,71,13,99,88,3
potma,ru,,,,,,
ondjiva,ao,-17,15,13,47,0,2
viramgam,in,23,72,13,71,0,1
yuzhno-kurilsk,ru,44,145,0,100,56,12
blagoevgrad,bg,42,23,-6,84,64,0
saskatoon,ca,52,-106,-13,84,5,2
guia de isora,es,28,-16,20,34,0,5
canavieiras,br,-15,-38,22,100,92,2
mount pleasant,us,33,-94,4,70,1,1
menongue,ao,-14,17,18,68,56,1
dinguiraye,gn,11,-10,14,66,0,1
amparai,lk,,,,,,
vohibinany,mg,-17,49,21,87,80,1
ahlat,tr,38,42,-9,88,44,0
fleetwood,gb,40,-75,-2,68,1,1
vestbygda,no,,,,,,
barahan,ph,13,120,28,94,0,0
shebunino,ru,57,40,-4,92,90,3
tashtyp,ru,52,89,-26,67,8,0
sinnai,it,39,9,14,58,0,12
nong khai,th,17,102,22,83,0,1
orotukan,ru,62,151,-23,66,56,1
bolshegrivskoye,ru,,,,,,
laela,tz,-8,32,15,99,92,1
alcudia,es,39,3,9,87,20,1
mentougou,cn,39,116,-6,53,0,4
two rivers,us,44,-87,-5,88,1,4
bafq,ir,31,55,-2,70,0,0
staryy krym,ua,45,35,8,98,92,2
kargasok,ru,59,80,-10,68,68,2
shimonoseki,jp,33,130,7,65,40,2
kumano,jp,34,132,7,60,75,3
manicore,br,-5,-61,22,97,20,0
ponta delgada,pt,37,-25,18,88,40,5
drexel heights,us,32,-111,14,67,1,2
chhatak,bd,25,91,18,80,0,1
yuksekova,tr,37,44,-3,92,0,3
vondrozo,mg,-22,47,20,94,8,0
san jose,bo,15,120,24,85,8,1
malwan,in,,,,,,
todos santos,mx,23,-110,22,60,5,2
calvia,es,39,2,9,87,20,1
sennoy,ru,52,46,-9,92,88,2
khunti,in,23,85,9,87,0,1
mandera,ke,3,41,21,58,8,0
sassenberg,de,51,8,4,80,20,5
ritchie,za,-29,24,15,58,0,5
dabat,et,12,37,16,72,88,0
wulanhaote,cn,,,,,,
el alto,pe,-16,-68,12,9,75,4
kragujevac,rs,44,20,4,100,75,0
cuiluan,cn,47,128,-19,49,0,1
moratuwa,lk,6,79,23,88,40,2
perth,au,56,-3,2,86,0,1
rong kwang,th,18,100,21,100,75,1
saryg-sep,ru,51,95,-33,42,0,1
orshanka,ru,56,47,-6,94,76,4
paita,pe,-5,-81,20,80,0,2
vytegra,ru,61,36,-5,89,92,6
manhuacu,br,-20,-42,14,100,76,1
uglovskoye,ru,51,80,-26,45,0,1
pisco,pe,-13,-76,20,82,40,3
presidente venceslau,br,-21,-51,25,53,0,1
maykain,kz,,,,,,
west lake stevens,us,48,-122,6,92,90,5
vesele,ua,47,34,2,89,92,1
kalanwali,in,29,74,12,90,92,3
kampot,kh,10,104,28,78,40,3
ciocanesti,ro,44,25,0,93,90,2
saposoa,pe,-6,-76,17,290,20,1
talalayivka,ua,50,31,0,98,80,4
chor,pk,25,69,15,86,0,0
khash,ir,28,61,-1,73,0,1
hay river,ca,60,-115,-2,68,40,6
takoradi,gh,4,-1,27,100,56,2
da nang,vn,,,,,,
feijo,br,-3,-79,28,73,90,0
una,in,-15,-39,24,94,40,4
tsihombe,mg,,,,,,
otofuke,jp,43,143,-5,38,20,6
velingara,sn,13,-16,25,31,0,1
saint-jean-de-dieu,ca,,,,,,
uray,ru,60,64,-13,81,36,1
alghero,it,40,8,15,62,0,7
townsville,au,-19,146,25,94,75,6
tarbagatay,ru,51,107,-28,68,8,1
abu kamal,sy,34,40,6,89,0,2
chapeco,br,-27,-52,20,60,0,1
torrox,es,36,-3,7,87,0,3
parainen,fi,,,,,,
narsaq,gl,60,-46,-8,69,44,3
solnechnyy,ru,50,136,-21,61,24,1
carhuamayo,pe,-10,-76,0,99,0,1
kardla,ee,58,26,2,93,90,5
hulan,cn,34,47,2,100,40,0
kasane,bw,-17,25,19,90,76,4
mandapeta,in,16,81,22,88,20,1
kirkland lake,ca,48,-80,-7,85,90,3
krasnoarmeysk,ua,56,38,-1,100,90,3
aginskoye,ru,51,114,-24,71,20,1
apaxtla,mx,,,,,,
merke,kz,42,73,-11,67,44,0
batagay,ru,67,134,-38,70,56,1
aventura,us,25,-80,23,79,1,4
pueblo nuevo,mx,23,-106,17,82,0,1
gobabis,na,-22,18,15,28,0,6
peruibe,br,-24,-47,23,100,0,9
keita,ne,7,3,24,85,24,1
nhulunbuy,au,-12,136,35,41,20,5
nanchang,cn,28,115,4,100,88,2
petrivka,ua,48,37,2,96,92,5
saint-augustin,ca,44,0,9,93,75,2
porgera,pg,-5,143,15,88,64,1
uruguaiana,br,-29,-57,24,73,0,1
si bun ruang,th,16,102,22,78,68,1
qaracala,az,39,48,6,100,68,1
auka,hn,14,-83,28,78,20,4
nguru,ng,12,10,17,40,0,4
urazovo,ru,50,38,1,93,92,5
baherden,tm,38,57,2,94,64,0
mirandopolis,br,-21,-51,25,51,0,4
lahij,ye,13,44,19,82,80,1
tieli,cn,46,128,-17,41,0,1
turkistan,kz,,,,,,
teguise,es,29,-13,15,87,20,3
bo,no,,,,,,
irbit,ru,57,63,-17,64,36,1
voi,ke,-3,38,19,99,92,1
zhumadian,cn,33,114,0,74,88,3
kunming,cn,25,102,9,93,75,6
volokolamsk,ru,56,35,0,96,92,3
polessk,ru,54,21,5,93,75,5
miranda,br,3,-76,13,100,44,0
londoko,ru,,,,,,
namibe,ao,-15,12,20,100,0,2
ziro,in,27,93,9,50,20,0
waitati,nz,-45,170,11,88,92,2
silvan,tr,38,41,8,93,75,2
patnos,tr,39,42,-10,83,24,0
crixas,br,-14,-49,21,86,20,5
goundi,td,9,17,17,39,0,2
simbahan,ph,6,120,29,98,48,4
bathsheba,bb,13,-59,26,69,20,9
solhan,tr,38,41,1,100,75,0
barranca,pe,-10,-77,19,100,8,4
lulea,se,65,22,0,96,92,2
grand baie,mu,-20,57,23,94,75,2
contai,in,21,87,21,100,0,2
antri,in,,,,,,
norrtalje,se,59,18,1,100,75,3
angren,uz,41,70,0,96,88,0
kez,ru,57,53,-6,91,80,3
qom,ir,34,50,4,80,0,1
matelica,it,43,13,5,93,0,2
puri,in,-7,112,28,88,12,1
pavino,ru,55,82,-23,76,8,1
telimele,gn,10,-13,17,84,0,0
darlawn,in,24,92,17,79,0,0
blythe,us,33,-114,17,38,0,1
owensboro,us,37,-87,1,59,1,2
osorheiu,ro,47,22,5,86,92,4
meiktila,mm,20,95,23,83,12,2
kwinana,au,-32,115,23,56,0,2
kati,ml,12,-8,17,51,0,2
yelizovo,ru,53,158,-13,60,20,5
eldorado,mx,24,-107,24,69,5,2
loutros,gr,40,22,5,80,20,1
zelenogorskiy,ru,55,87,-19,77,90,2
saint-paul-les-dax,fr,43,-1,9,93,40,3
saint-michel-des-saints,ca,46,-73,-7,69,32,3
spearfish,us,44,-103,-3,46,1,2
watrous,ca,51,-105,-18,45,0,1
loutrakion,gr,,,,,,
karratha,au,-20,116,39,29,0,3
poyarkovo,ru,49,128,-19,53,12,1
xinxiang,cn,35,113,-1,62,92,2
bachaquero,ve,9,-71,27,84,8,3
glamoc,ba,44,16,-6,71,0,0
high level,ca,58,-117,-7,90,24,3
pawai,in,24,80,15,76,64,2
achim,de,52,10,4,95,88,9
koutiala,ml,12,-5,14,53,0,1
olafsvik,is,,,,,,
tomelloso,es,39,-3,0,74,0,1
esperantinopolis,br,-4,-44,21,100,92,1
mbale,ug,1,34,16,100,76,1
patacamaya,bo,-17,-67,6,100,92,1
mansa,zm,23,72,13,71,0,1
kolda,sn,12,-14,20,88,0,1
tacna,pe,-18,-70,18,77,75,2
chipata,zm,-13,32,18,94,48,1
yanam,in,16,82,22,88,20,1
liuhe,cn,42,125,-11,59,32,1
constantine,dz,36,6,9,66,0,3
qandala,so,11,49,15,100,0,0
nayudupeta,in,13,79,21,100,20,1
mataura,pf,-46,168,18,59,12,3
guerrero,mx,-24,-65,21,83,0,0
azangaro,pe,-14,-70,14,28,40,2
norsup,vu,-16,167,29,77,48,4
le vauclin,mq,14,-60,25,88,20,1
tyukalinsk,ru,55,72,-17,75,44,3
kang,bw,-23,22,19,20,0,6
gangelt,de,50,6,5,81,75,6
lethem,gy,3,-59,26,63,12,5
nakskov,dk,54,11,5,97,24,13
montrose,us,-37,145,19,63,40,7
yuanping,cn,38,112,-10,58,80,0
drovyanaya,ru,51,113,-32,67,64,1
granada,ni,11,-85,28,65,40,5
tukums,lv,56,23,2,100,90,4
nykobing,dk,,,,,,
